success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,technical_issues,response,stimulus,timeout,failed_images,failed_audio,failed_video,trial_phase,is_repeat,test_type,correct,old_image,new_image,correct_position,file_name
NA,null,html-keyboard-response,148,2.0.0,313539,p6taq5za0no,squirrel,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,image-keyboard-response,149,2.0.0,316555,p6taq5za0no,squirrel,no,null,stimuli/organized/EXEMPLAR/USED/Ebread2.jpg,NA,NA,NA,NA,memory,FALSE,exemplar,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,html-keyboard-response,150,2.0.0,317568,p6taq5za0no,squirrel,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,image-keyboard-response,151,2.0.0,320575,p6taq5za0no,squirrel,no,null,stimuli/organized/STATE/USED/Sbreadbox1.JPG,NA,NA,NA,NA,memory,FALSE,state,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,html-keyboard-response,152,2.0.0,321584,p6taq5za0no,squirrel,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,image-keyboard-response,153,2.0.0,324598,p6taq5za0no,squirrel,no,null,stimuli/organized/STATE/USED/Sflask2.jpg,NA,NA,NA,NA,memory,FALSE,state,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,html-keyboard-response,154,2.0.0,325606,p6taq5za0no,squirrel,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,image-keyboard-response,155,2.0.0,328616,p6taq5za0no,squirrel,no,null,stimuli/organized/Novel pairs (tested)/n16bhammer.jpg,NA,NA,NA,NA,memory,FALSE,novel,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,html-keyboard-response,156,2.0.0,329630,p6taq5za0no,squirrel,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,image-keyboard-response,157,2.0.0,332648,p6taq5za0no,squirrel,no,null,stimuli/organized/EXEMPLAR/USED/Ebracelet1.jpg,NA,NA,NA,NA,memory,TRUE,exemplar,FALSE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,html-keyboard-response,158,2.0.0,333662,p6taq5za0no,squirrel,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,image-keyboard-response,159,2.0.0,336664,p6taq5za0no,squirrel,no,null,stimuli/organized/EXEMPLAR/USED/Egrapes2.jpg,NA,NA,NA,NA,memory,FALSE,exemplar,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,html-keyboard-response,160,2.0.0,337677,p6taq5za0no,squirrel,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,962,image-keyboard-response,161,2.0.0,340683,p6taq5za0no,squirrel,no,NA,stimuli/organized/STATE/USED/Sgrinder2.jpg,NA,NA,NA,NA,memory,TRUE,state,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,html-keyboard-response,162,2.0.0,341695,p6taq5za0no,squirrel,no,null,"<div style=""font-size:60px; color:green;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,image-keyboard-response,163,2.0.0,344704,p6taq5za0no,squirrel,no,null,stimuli/organized/STATE/USED/Sbrushes2.jpg,NA,NA,NA,NA,memory,FALSE,state,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,null,html-keyboard-response,164,2.0.0,345715,p6taq5za0no,squirrel,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,912,image-keyboard-response,165,2.0.0,348720,p6taq5za0no,squirrel,no,NA,stimuli/organized/EXEMPLAR/USED/Egrapes2.jpg,NA,NA,NA,NA,memory,TRUE,exemplar,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,3334,html-button-response,166,2.0.0,352056,p6taq5za0no,squirrel,no,0,<p>You have completed the study phase.</p><p>Take a short break. Press the button below when you are ready to continue.</p>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,6124,html-keyboard-response,167,2.0.0,358182,p6taq5za0no,squirrel,no,NA,"<p>You will now be shown pairs of images.</p><p>Select the image you remember seeing during the study phase.</p><p>Focus on accuracy, not speed.</p><p>Press any key to begin.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,975,html-button-response,168,2.0.0,359159,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sdonut1.jpg,stimuli/organized/STATE/USED/Sdonut2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,944,html-button-response,169,2.0.0,360105,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sgrinder2.jpg,stimuli/organized/STATE/USED/Sgrinder1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1170,html-button-response,170,2.0.0,361277,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ecabinet1.jpg,stimuli/organized/EXEMPLAR/USED/Ecabinet2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,870,html-button-response,171,2.0.0,362149,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n09apenguin.jpg,stimuli/organized/Novel pairs (tested)/n09bsaddle.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1040,html-button-response,172,2.0.0,363191,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Shairbrush1.jpg,stimuli/organized/STATE/USED/Shairbrush2.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1059,html-button-response,173,2.0.0,364252,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sdishes1.JPG,stimuli/organized/STATE/USED/Sdishes2.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1324,html-button-response,174,2.0.0,365578,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Scookies2.JPG,stimuli/organized/STATE/USED/Scookies1.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1103,html-button-response,175,2.0.0,366681,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sdryer2.jpg,stimuli/organized/STATE/USED/Sdryer1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1304,html-button-response,176,2.0.0,367987,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Efeather1.jpg,stimuli/organized/EXEMPLAR/USED/Efeather2.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,951,html-button-response,177,2.0.0,368939,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Efan2.jpg,stimuli/organized/EXEMPLAR/USED/Efan1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,900,html-button-response,178,2.0.0,369841,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n16bhammer.jpg,stimuli/organized/Novel pairs (tested)/n16abananas.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1546,html-button-response,179,2.0.0,371389,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ebell2.jpg,stimuli/organized/EXEMPLAR/USED/Ebell1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,718,html-button-response,180,2.0.0,372108,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n07apotato.jpg,stimuli/organized/Novel pairs (tested)/n07bswimmingpool.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,987,html-button-response,181,2.0.0,373097,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n04bbandaid.jpg,stimuli/organized/Novel pairs (tested)/n04ayarn.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,955,html-button-response,182,2.0.0,374053,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Edispenser2.jpg,stimuli/organized/EXEMPLAR/USED/Edispenser1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,832,html-button-response,183,2.0.0,374886,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Eglobe1.jpg,stimuli/organized/EXEMPLAR/USED/Eglobe2.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,785,html-button-response,184,2.0.0,375673,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ebracelet1.jpg,stimuli/organized/EXEMPLAR/USED/Ebracelet2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1605,html-button-response,185,2.0.0,377280,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,FALSE,stimuli/organized/STATE/USED/Slaptop2.JPG,stimuli/organized/STATE/USED/Slaptop1.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1059,html-button-response,186,2.0.0,378340,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ebread2.jpg,stimuli/organized/EXEMPLAR/USED/Ebread1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1304,html-button-response,187,2.0.0,379645,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sgiftbag2.jpg,stimuli/organized/STATE/USED/Sgiftbag1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1992,html-button-response,188,2.0.0,381638,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ebasket1.jpg,stimuli/organized/EXEMPLAR/USED/Ebasket2.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1378,html-button-response,189,2.0.0,383017,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n10awindmill.jpg,stimuli/organized/Novel pairs (tested)/n10bturkey.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,852,html-button-response,190,2.0.0,383871,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n14acigarette.jpg,stimuli/organized/Novel pairs (tested)/n14bgolfball.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,973,html-button-response,191,2.0.0,384846,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Scrayons2.jpg,stimuli/organized/STATE/USED/Scrayons1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,909,html-button-response,192,2.0.0,385756,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n11abatteries.jpg,stimuli/organized/Novel pairs (tested)/n11bsock.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,890,html-button-response,193,2.0.0,386648,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sphone2.JPG,stimuli/organized/STATE/USED/Sphone1.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1810,html-button-response,194,2.0.0,388459,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Egame2.jpg,stimuli/organized/EXEMPLAR/USED/Egame1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1094,html-button-response,195,2.0.0,389555,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Schinesefoodbox1.jpg,stimuli/organized/STATE/USED/Schinesefoodbox2.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,997,html-button-response,196,2.0.0,390553,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sbelt1.jpg,stimuli/organized/STATE/USED/Sbelt2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1505,html-button-response,197,2.0.0,392060,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n13ablueberries.jpg,stimuli/organized/Novel pairs (tested)/n13bdustpan.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1259,html-button-response,198,2.0.0,393320,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n02aaxe.jpg,stimuli/organized/Novel pairs (tested)/n02bsafetypin.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1081,html-button-response,199,2.0.0,394403,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Echisel1.jpg,stimuli/organized/EXEMPLAR/USED/Echisel2.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1398,html-button-response,200,2.0.0,395802,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n18bsnail.jpg,stimuli/organized/Novel pairs (tested)/n18apretzel.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,986,html-button-response,201,2.0.0,396790,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Egoggles2.jpg,stimuli/organized/EXEMPLAR/USED/Egoggles1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1111,html-button-response,202,2.0.0,397903,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ecar1.jpg,stimuli/organized/EXEMPLAR/USED/Ecar2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,2209,html-button-response,203,2.0.0,400113,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sapplesgreenbasket2.jpg,stimuli/organized/STATE/USED/Sapplesgreenbasket1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1631,html-button-response,204,2.0.0,401746,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ebicycle2.jpg,stimuli/organized/EXEMPLAR/USED/Ebicycle1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1657,html-button-response,205,2.0.0,403404,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n06blipstick.jpg,stimuli/organized/Novel pairs (tested)/n06acane.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1500,html-button-response,206,2.0.0,404906,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sbooks1.JPG,stimuli/organized/STATE/USED/Sbooks2.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1170,html-button-response,207,2.0.0,406077,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Scontainer2.JPG,stimuli/organized/STATE/USED/Scontainer1.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1721,html-button-response,208,2.0.0,407800,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sflask2.jpg,stimuli/organized/STATE/USED/Sflask1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,883,html-button-response,209,2.0.0,408684,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sjuiceglass1.JPG,stimuli/organized/STATE/USED/Sjuiceglass2.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1229,html-button-response,210,2.0.0,409914,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sscanner1.JPG,stimuli/organized/STATE/USED/Sscanner2.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1073,html-button-response,211,2.0.0,410990,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sbreadbox1.JPG,stimuli/organized/STATE/USED/Sbreadbox2.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,876,html-button-response,212,2.0.0,411867,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n03acamel.jpg,stimuli/organized/Novel pairs (tested)/n03bbagel.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,971,html-button-response,213,2.0.0,412840,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sbottles2.JPG,stimuli/organized/STATE/USED/Sbottles1.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1227,html-button-response,214,2.0.0,414068,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,FALSE,stimuli/organized/STATE/USED/Sbabytoy1.JPG,stimuli/organized/STATE/USED/Sbabytoy2.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1487,html-button-response,215,2.0.0,415557,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sbureau2.JPG,stimuli/organized/STATE/USED/Sbureau1.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1039,html-button-response,216,2.0.0,416597,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,FALSE,stimuli/organized/STATE/USED/Sdresser1.jpg,stimuli/organized/STATE/USED/Sdresser2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,984,html-button-response,217,2.0.0,417583,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sgiftbox1.jpg,stimuli/organized/STATE/USED/Sgiftbox2.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,829,html-button-response,218,2.0.0,418414,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n19apickle.jpg,stimuli/organized/Novel pairs (tested)/n19bhairbrush.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,2811,html-button-response,219,2.0.0,421227,p6taq5za0no,squirrel,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,FALSE,stimuli/organized/STATE/USED/Sdrum2.jpg,stimuli/organized/STATE/USED/Sdrum1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
NA,1215,html-button-response,220,2.0.0,422443,p6taq5za0no,squirrel,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Scoffeemaker2.JPG,stimuli/organized/STATE/USED/Scoffeemaker1.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/p6taq5za0no_1772139290385.csv
