success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,technical_issues,response,stimulus,timeout,failed_images,failed_audio,failed_video,trial_phase,is_repeat,test_type,correct,old_image,new_image,correct_position,file_name
NA,2224,html-button-response,198,2.0.0,435314,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sfiretrucktoy2.jpg,stimuli/organized/STATE/USED/Sfiretrucktoy1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2321,html-button-response,199,2.0.0,437638,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,FALSE,stimuli/organized/EXEMPLAR/USED/Ebell1.jpg,stimuli/organized/EXEMPLAR/USED/Ebell2.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2694,html-button-response,200,2.0.0,440334,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n11abatteries.jpg,stimuli/organized/Novel pairs (tested)/n11bsock.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,3303,html-button-response,201,2.0.0,443639,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n09bsaddle.jpg,stimuli/organized/Novel pairs (tested)/n09apenguin.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1684,html-button-response,202,2.0.0,445324,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Egame2.jpg,stimuli/organized/EXEMPLAR/USED/Egame1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2827,html-button-response,203,2.0.0,448154,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sgrinder2.jpg,stimuli/organized/STATE/USED/Sgrinder1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1817,html-button-response,204,2.0.0,449973,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n20bshelf.jpg,stimuli/organized/Novel pairs (tested)/n20acarseat.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1467,html-button-response,205,2.0.0,451442,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ebread2.jpg,stimuli/organized/EXEMPLAR/USED/Ebread1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,3039,html-button-response,206,2.0.0,454484,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sdonut1.jpg,stimuli/organized/STATE/USED/Sdonut2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1461,html-button-response,207,2.0.0,455947,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n06blipstick.jpg,stimuli/organized/Novel pairs (tested)/n06acane.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2311,html-button-response,208,2.0.0,458259,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Scontainer2.JPG,stimuli/organized/STATE/USED/Scontainer1.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2464,html-button-response,209,2.0.0,460726,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,FALSE,stimuli/organized/STATE/USED/Sbureau1.JPG,stimuli/organized/STATE/USED/Sbureau2.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,3852,html-button-response,210,2.0.0,464580,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,FALSE,stimuli/organized/Novel pairs (tested)/n18apretzel.jpg,stimuli/organized/Novel pairs (tested)/n18bsnail.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1294,html-button-response,211,2.0.0,465876,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n10awindmill.jpg,stimuli/organized/Novel pairs (tested)/n10bturkey.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1600,html-button-response,212,2.0.0,467478,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sgiftbag1.jpg,stimuli/organized/STATE/USED/Sgiftbag2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2524,html-button-response,213,2.0.0,470004,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sapplesgreenbasket1.jpg,stimuli/organized/STATE/USED/Sapplesgreenbasket2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2175,html-button-response,214,2.0.0,472181,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n03bbagel.jpg,stimuli/organized/Novel pairs (tested)/n03acamel.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2306,html-button-response,215,2.0.0,474489,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Eglobe2.jpg,stimuli/organized/EXEMPLAR/USED/Eglobe1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,4077,html-button-response,216,2.0.0,478568,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Seggs2.jpg,stimuli/organized/STATE/USED/Seggs1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2272,html-button-response,217,2.0.0,480842,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sgiftbox1.jpg,stimuli/organized/STATE/USED/Sgiftbox2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2267,html-button-response,218,2.0.0,483111,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sbrushes2.jpg,stimuli/organized/STATE/USED/Sbrushes1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1895,html-button-response,219,2.0.0,485008,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ecabinet2.jpg,stimuli/organized/EXEMPLAR/USED/Ecabinet1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,3497,html-button-response,220,2.0.0,488507,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n16bhammer.jpg,stimuli/organized/Novel pairs (tested)/n16abananas.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2493,html-button-response,221,2.0.0,491002,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,FALSE,stimuli/organized/STATE/USED/Spie2.JPG,stimuli/organized/STATE/USED/Spie1.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1993,html-button-response,222,2.0.0,492996,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,FALSE,stimuli/organized/STATE/USED/Sphone2.JPG,stimuli/organized/STATE/USED/Sphone1.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1398,html-button-response,223,2.0.0,494396,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Ecamera1.jpg,stimuli/organized/EXEMPLAR/USED/Ecamera2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1505,html-button-response,224,2.0.0,495903,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Egoggles1.jpg,stimuli/organized/EXEMPLAR/USED/Egoggles2.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1575,html-button-response,225,2.0.0,497480,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Echisel2.jpg,stimuli/organized/EXEMPLAR/USED/Echisel1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1590,html-button-response,226,2.0.0,499073,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sbooks2.JPG,stimuli/organized/STATE/USED/Sbooks1.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1126,html-button-response,227,2.0.0,500201,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sscanner1.JPG,stimuli/organized/STATE/USED/Sscanner2.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1180,html-button-response,228,2.0.0,501382,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sdryer1.jpg,stimuli/organized/STATE/USED/Sdryer2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1237,html-button-response,229,2.0.0,502621,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Egrapes2.jpg,stimuli/organized/EXEMPLAR/USED/Egrapes1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1426,html-button-response,230,2.0.0,504049,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n01aladybug.jpg,stimuli/organized/Novel pairs (tested)/n01bcoin.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1950,html-button-response,231,2.0.0,506001,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n02aaxe.jpg,stimuli/organized/Novel pairs (tested)/n02bsafetypin.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,3155,html-button-response,232,2.0.0,509158,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,FALSE,stimuli/organized/Novel pairs (tested)/n14acigarette.jpg,stimuli/organized/Novel pairs (tested)/n14bgolfball.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1576,html-button-response,233,2.0.0,510736,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,FALSE,stimuli/organized/EXEMPLAR/USED/Efan2.jpg,stimuli/organized/EXEMPLAR/USED/Efan1.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2194,html-button-response,234,2.0.0,512932,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sdishes2.JPG,stimuli/organized/STATE/USED/Sdishes1.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2219,html-button-response,235,2.0.0,515154,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,TRUE,stimuli/organized/EXEMPLAR/USED/Eframe1.jpg,stimuli/organized/EXEMPLAR/USED/Eframe2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1042,html-button-response,236,2.0.0,516198,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n07bswimmingpool.jpg,stimuli/organized/Novel pairs (tested)/n07apotato.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1465,html-button-response,237,2.0.0,517665,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sbottles2.JPG,stimuli/organized/STATE/USED/Sbottles1.JPG,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1595,html-button-response,238,2.0.0,519263,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,FALSE,stimuli/organized/EXEMPLAR/USED/Ecalculator2.jpg,stimuli/organized/EXEMPLAR/USED/Ecalculator1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1365,html-button-response,239,2.0.0,520630,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,novel,TRUE,stimuli/organized/Novel pairs (tested)/n17bweddingdress.jpg,stimuli/organized/Novel pairs (tested)/n17avendingmachine.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1376,html-button-response,240,2.0.0,522008,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sflask2.jpg,stimuli/organized/STATE/USED/Sflask1.jpg,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1584,html-button-response,241,2.0.0,523593,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,TRUE,stimuli/organized/STATE/USED/Sdresser1.jpg,stimuli/organized/STATE/USED/Sdresser2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,2195,html-button-response,242,2.0.0,525789,pgpduy59k1g,elk,no,0,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,state,FALSE,stimuli/organized/STATE/USED/Sbreadbox2.JPG,stimuli/organized/STATE/USED/Sbreadbox1.JPG,1,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1604,html-button-response,243,2.0.0,527395,pgpduy59k1g,elk,no,1,Which of these items did you see earlier?,NA,NA,NA,NA,test,NA,exemplar,FALSE,stimuli/organized/EXEMPLAR/USED/Efeather1.jpg,stimuli/organized/EXEMPLAR/USED/Efeather2.jpg,0,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,8704,survey-html-form,244,2.0.0,536102,pgpduy59k1g,elk,no,"{""age"":""21"",""gender"":""female"",""memory_experiment_experience"":""yes""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,24322,survey-text,245,2.0.0,560428,pgpduy59k1g,elk,no,"{""task_guess"":""memory recall""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
NA,1657,survey-text,246,2.0.0,562088,pgpduy59k1g,elk,no,"{""technical_issues_question"":""no""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgpduy59k1g_1772140262304.csv
TRUE,1176,fullscreen,0,null,2180,pgvzc8kpy7d,turtle,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,3276,survey-text,1,2.0.0,5460,pgvzc8kpy7d,turtle,no,"{""participant_id"":""turtle""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,10971,html-keyboard-response,2,2.0.0,16433,pgvzc8kpy7d,turtle,no,NA,"
      <p>In this experiment, a series of objects will be displayed.</p>
      <p>Try to memorize as much as possible about the objects.</p>
      <p>If the image is a <strong> repeat</strong>, press the SPACEBAR.</p>
      <p>Press any key to begin.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
TRUE,NA,preload,3,2.0.0,16811,pgvzc8kpy7d,turtle,no,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,4,2.0.0,17812,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,5,2.0.0,20815,pgvzc8kpy7d,turtle,no,null,stimuli/organized/STATE/USED/Sbottles2.JPG,NA,NA,NA,NA,memory,FALSE,state,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,6,2.0.0,21818,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,7,2.0.0,24821,pgvzc8kpy7d,turtle,no,null,stimuli/organized/STATE/USED/Sbreadbox1.JPG,NA,NA,NA,NA,memory,FALSE,state,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,8,2.0.0,25823,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,9,2.0.0,28827,pgvzc8kpy7d,turtle,no,null,stimuli/organized/Novel pairs (tested)/n19apickle.jpg,NA,NA,NA,NA,memory,FALSE,novel,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,10,2.0.0,29829,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,11,2.0.0,32832,pgvzc8kpy7d,turtle,no,null,stimuli/organized/STATE/USED/Shairbrush1.jpg,NA,NA,NA,NA,memory,FALSE,state,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,12,2.0.0,33834,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,13,2.0.0,36836,pgvzc8kpy7d,turtle,no,null,stimuli/organized/EXEMPLAR/USED/Ebasket1.jpg,NA,NA,NA,NA,memory,FALSE,exemplar,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,14,2.0.0,37838,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,15,2.0.0,40841,pgvzc8kpy7d,turtle,no,null,stimuli/organized/Novel pairs (tested)/n03bbagel.jpg,NA,NA,NA,NA,memory,FALSE,novel,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,16,2.0.0,41844,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,17,2.0.0,44847,pgvzc8kpy7d,turtle,no,null,stimuli/organized/EXEMPLAR/USED/Ecamera2.jpg,NA,NA,NA,NA,memory,FALSE,exemplar,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,18,2.0.0,45850,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,19,2.0.0,48852,pgvzc8kpy7d,turtle,no,null,stimuli/organized/STATE/USED/Sdryer1.jpg,NA,NA,NA,NA,memory,FALSE,state,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,20,2.0.0,49854,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,21,2.0.0,52857,pgvzc8kpy7d,turtle,no,null,stimuli/organized/STATE/USED/Sfiretrucktoy1.jpg,NA,NA,NA,NA,memory,FALSE,state,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,22,2.0.0,53860,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,image-keyboard-response,23,2.0.0,56863,pgvzc8kpy7d,turtle,no,null,stimuli/organized/EXEMPLAR/USED/Ebread1.jpg,NA,NA,NA,NA,memory,FALSE,exemplar,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
NA,null,html-keyboard-response,24,2.0.0,57865,pgvzc8kpy7d,turtle,no,null,"<div style=""font-size:60px; color:black;"">+</div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_massive_memory/analysis/../data/raw_data/pgvzc8kpy7d_1772139167123.csv
