"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","technical_issues","response","stimulus","timeout","failed_images","failed_audio","failed_video","trial_phase","is_repeat","test_type","correct","old_image","new_image","correct_position"
"true","874","fullscreen","0","null","1883","pahfrvy2ntp","horse","no","","","","","","","","","","","","",""
"","2666","survey-text","1","2.0.0","4557","pahfrvy2ntp","horse","no","{""participant_id"":""horse""}","","","","","","","","","","","",""
"","5960","html-keyboard-response","2","2.0.0","10520","pahfrvy2ntp","horse","no"," ","
      <p>In this experiment, a series of objects will be displayed.</p>
      <p>Try to memorize as much as possible about the objects.</p>
      <p>If the image is a <strong> repeat</strong>, press the SPACEBAR.</p>
      <p>Press any key to begin.</p>
    ","","","","","","","","","","",""
"true","","preload","3","2.0.0","10943","pahfrvy2ntp","horse","no","","","false","[]","[]","[]","","","","","","",""
"","null","html-keyboard-response","4","2.0.0","11956","pahfrvy2ntp","horse","no","null","<div style=""font-size:60px;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","5","2.0.0","14978","pahfrvy2ntp","horse","no","null","stimuli/organized/STATE/USED/Sphone1.JPG","","","","","memory","false","state","true","","",""
"","null","html-keyboard-response","6","2.0.0","15985","pahfrvy2ntp","horse","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","7","2.0.0","18997","pahfrvy2ntp","horse","no","null","stimuli/organized/Novel pairs (tested)/n05bcactus.jpg","","","","","memory","false","novel","true","","",""
"","null","html-keyboard-response","8","2.0.0","20007","pahfrvy2ntp","horse","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","9","2.0.0","23022","pahfrvy2ntp","horse","no","null","stimuli/organized/STATE/USED/Sbox1.jpg","","","","","memory","false","state","true","","",""
"","null","html-keyboard-response","10","2.0.0","24028","pahfrvy2ntp","horse","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","11","2.0.0","27041","pahfrvy2ntp","horse","no","null","stimuli/organized/STATE/USED/Slaptop2.JPG","","","","","memory","false","state","true","","",""
"","null","html-keyboard-response","12","2.0.0","28050","pahfrvy2ntp","horse","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","13","2.0.0","31059","pahfrvy2ntp","horse","no","null","stimuli/organized/Novel pairs (tested)/n10awindmill.jpg","","","","","memory","false","novel","true","","",""
"","null","html-keyboard-response","14","2.0.0","32072","pahfrvy2ntp","horse","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
