"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","technical_issues","response","stimulus","timeout","failed_images","failed_audio","failed_video","trial_phase","is_repeat","test_type","correct","old_image","new_image","correct_position"
"true","138577","fullscreen","0","null","139614","pjr3abynx47","pony","no","","","","","","","","","","","","",""
"","12374","survey-text","1","2.0.0","152031","pjr3abynx47","pony","no","{""participant_id"":""pony""}","","","","","","","","","","","",""
"","6129","html-keyboard-response","2","2.0.0","158162","pjr3abynx47","pony","no"," ","
      <p>In this experiment, a series of objects will be displayed.</p>
      <p>Try to memorize as much as possible about the objects.</p>
      <p>If the image is a <strong> repeat</strong>, press the SPACEBAR.</p>
      <p>Press any key to begin.</p>
    ","","","","","","","","","","",""
"true","","preload","3","2.0.0","159763","pjr3abynx47","pony","no","","","false","[]","[]","[]","","","","","","",""
"","null","html-keyboard-response","4","2.0.0","160765","pjr3abynx47","pony","no","null","<div style=""font-size:60px;"">+</div>","","","","","","","","","","",""
"","2774","image-keyboard-response","5","2.0.0","163775","pjr3abynx47","pony","no"," ","stimuli/organized/STATE/USED/Sbox1.jpg","","","","","memory","false","state","false","","",""
"","null","html-keyboard-response","6","2.0.0","164776","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:red;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","7","2.0.0","167781","pjr3abynx47","pony","no","null","stimuli/organized/STATE/USED/Shairbrush1.jpg","","","","","memory","false","state","true","","",""
"","null","html-keyboard-response","8","2.0.0","168782","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","1933","image-keyboard-response","9","2.0.0","171785","pjr3abynx47","pony","no"," ","stimuli/organized/EXEMPLAR/USED/Ebell1.jpg","","","","","memory","false","exemplar","false","","",""
"","null","html-keyboard-response","10","2.0.0","172787","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:red;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","11","2.0.0","175790","pjr3abynx47","pony","no","null","stimuli/organized/EXEMPLAR/USED/Ecar2.jpg","","","","","memory","false","exemplar","true","","",""
"","null","html-keyboard-response","12","2.0.0","176792","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","13","2.0.0","179795","pjr3abynx47","pony","no","null","stimuli/organized/STATE/USED/Seggs2.jpg","","","","","memory","false","state","true","","",""
"","null","html-keyboard-response","14","2.0.0","180798","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","15","2.0.0","183802","pjr3abynx47","pony","no","null","stimuli/organized/Novel pairs (tested)/n07apotato.jpg","","","","","memory","false","novel","true","","",""
"","null","html-keyboard-response","16","2.0.0","184803","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","17","2.0.0","187807","pjr3abynx47","pony","no","null","stimuli/organized/EXEMPLAR/USED/Ecamera2.jpg","","","","","memory","false","exemplar","true","","",""
"","null","html-keyboard-response","18","2.0.0","188810","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","19","2.0.0","191813","pjr3abynx47","pony","no","null","stimuli/organized/STATE/USED/Sbottles2.JPG","","","","","memory","false","state","true","","",""
"","null","html-keyboard-response","20","2.0.0","192815","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","21","2.0.0","195818","pjr3abynx47","pony","no","null","stimuli/organized/STATE/USED/Sbreadbox2.JPG","","","","","memory","false","state","true","","",""
"","null","html-keyboard-response","22","2.0.0","196819","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","1683","image-keyboard-response","23","2.0.0","199822","pjr3abynx47","pony","no"," ","stimuli/organized/EXEMPLAR/USED/Econe2.jpg","","","","","memory","false","exemplar","false","","",""
"","null","html-keyboard-response","24","2.0.0","200823","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:red;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","25","2.0.0","203827","pjr3abynx47","pony","no","null","stimuli/organized/STATE/USED/Sflask1.jpg","","","","","memory","false","state","true","","",""
"","null","html-keyboard-response","26","2.0.0","204828","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","27","2.0.0","207830","pjr3abynx47","pony","no","null","stimuli/organized/EXEMPLAR/USED/Ecabinet1.jpg","","","","","memory","false","exemplar","true","","",""
"","null","html-keyboard-response","28","2.0.0","208832","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","29","2.0.0","211837","pjr3abynx47","pony","no","null","stimuli/organized/EXEMPLAR/USED/Egame2.jpg","","","","","memory","false","exemplar","true","","",""
"","null","html-keyboard-response","30","2.0.0","212839","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","31","2.0.0","215843","pjr3abynx47","pony","no","null","stimuli/organized/EXEMPLAR/USED/Eglobe1.jpg","","","","","memory","false","exemplar","true","","",""
"","null","html-keyboard-response","32","2.0.0","216844","pjr3abynx47","pony","no","null","<div style=""font-size:60px; color:black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","33","2.0.0","219848","pjr3abynx47","pony","no","null","stimuli/organized/STATE/USED/Sgrinder2.jpg","","","","","memory","false","state","true","","",""
